date,open,high,low,close,volume
2018-01-02 00:00:00+00:00,148.27526238248097,148.8656690224794,147.14130926910084,148.74383544921875,1436100
2018-01-03 00:00:00+00:00,148.2845597362297,149.315425723535,147.8253674961916,149.15611267089844,1410900
2018-01-04 00:00:00+00:00,149.4372553056919,153.52321101188477,149.4372553056919,151.82696533203125,1695000
2018-01-05 00:00:00+00:00,152.56733945603358,154.20734460986134,152.28619285543536,153.7949981689453,1071900
2018-01-08 00:00:00+00:00,153.72003921408285,154.18861215914797,153.07340626193917,153.88873291015625,1185800
2018-01-09 00:00:00+00:00,154.1892984109709,155.1192865490335,152.90235685662046,154.85626220703125,1098300
2018-01-10 00:00:00+00:00,154.41478660895925,154.6026591309687,152.69572508175122,153.59751892089844,1095400
2018-01-11 00:00:00+00:00,153.60684219764207,154.32076314451356,152.41383008430338,153.1183624267578,813700
2018-01-12 00:00:00+00:00,153.19357847734565,154.94081999237207,153.0526633495392,154.53688049316406,651800
2018-01-16 00:00:00+00:00,154.99719486110965,156.39687165970403,152.0193716859498,152.45147705078125,1385000
2018-01-17 00:00:00+00:00,153.94506662085323,154.69655655504323,153.0526472399371,154.3302001953125,903200
2018-01-18 00:00:00+00:00,153.95450136453462,154.95964167004433,153.69147694199592,154.43357849121094,980800
2018-01-19 00:00:00+00:00,154.94086244734078,157.64627310449197,154.64025489265416,157.5711212158203,1555400
2018-01-22 00:00:00+00:00,157.58043158210222,158.56677992224243,157.0074112575446,158.4446563720703,1042600
2018-01-23 00:00:00+00:00,158.75466311962785,159.49676440960883,157.58044223856552,158.24740600585938,1058800
2018-01-24 00:00:00+00:00,158.41649534757636,159.299511790441,156.77258602676503,157.392578125,860600
2018-01-25 00:00:00+00:00,157.84347080320612,158.54800335074185,156.19956152562273,157.64620971679688,740000
2018-01-26 00:00:00+00:00,158.3225667561043,160.24829215032057,157.993793461423,160.10739135742188,751700
2018-01-29 00:00:00+00:00,159.65649797944502,160.09799191810453,158.06894878720544,158.95196533203125,939800
2018-01-30 00:00:00+00:00,159.42165598932388,159.69406897660886,157.1859344368502,158.28500366210938,1189200
2018-01-31 00:00:00+00:00,158.3789191586361,158.7358725617539,156.84773053338398,157.72134399414062,1314500
2018-02-01 00:00:00+00:00,157.40198608946986,158.23803093066232,154.92203172530046,155.60777282714844,1499900
2018-02-02 00:00:00+00:00,154.51809476664835,156.3216964999659,153.50356610407866,153.51295471191406,1412900
2018-02-05 00:00:00+00:00,152.79902973864623,154.04840257007646,148.08335431231788,148.09274291992188,1678300
2018-02-06 00:00:00+00:00,145.80069147743666,151.15513681294308,143.35830586220385,151.1175537109375,2205500
2018-02-07 00:00:00+00:00,150.0654811532803,155.2884151679372,149.49246058929782,151.51211547851562,1673500
2018-02-08 00:00:00+00:00,151.50269013807886,151.50269013807886,143.40526665645956,143.48980712890625,1615100
2018-02-09 00:00:00+00:00,143.46160660527786,148.77848201300208,141.3104259978371,147.5384979248047,2175700
2018-02-12 00:00:00+00:00,149.55815742668293,151.03297126110584,147.9518171055443,149.7178497314453,1484900
2018-02-13 00:00:00+00:00,147.41641848707482,150.48818513960725,145.62221939887988,149.69911193847656,1264500
2018-02-14 00:00:00+00:00,149.21998097404222,154.11412510958013,148.5436286647789,153.9638214111328,1235400
2018-02-15 00:00:00+00:00,154.7435505751808,159.055301379972,153.4754003780394,159.0458984375,1237600
2018-02-16 00:00:00+00:00,158.7734516589806,162.5121668599974,158.57617624784936,161.28158569335938,1700500
2018-02-20 00:00:00+00:00,160.63344771783665,163.96823853428518,160.21073098532992,163.0476531982422,1819800
2018-02-21 00:00:00+00:00,163.92126299664574,165.5745611194406,162.70947314724697,162.81280517578125,1460400
2018-02-22 00:00:00+00:00,163.3482261603666,166.74876548509656,161.1782681124311,161.666748046875,2068800
2018-02-23 00:00:00+00:00,157.7213781475391,161.8546451699273,154.85629002647113,161.3661651611328,3189900
2018-02-26 00:00:00+00:00,161.33796925725565,162.38067810353476,159.62829656017976,162.2021942138672,2290700
2018-02-27 00:00:00+00:00,161.9109846008426,162.66248890192816,159.93828760221209,160.02284240722656,1740400
2018-02-28 00:00:00+00:00,160.99041815521713,161.67615928066755,156.68807022123653,156.7444305419922,1672300
2018-03-01 00:00:00+00:00,157.2516883040944,157.94683237456735,153.34389126945356,154.377197265625,1794300
