feature_set,option_policy,positive_stock_folds,positive_option_folds,selected_trades,mean_pairwise_auc,mean_stock_return_bps,compounded_stock_return,compounded_option_return,worst_option_fold,max_option_drawdown,mean_option_trade_return,mean_option_win_rate,total_option_total_losses
geometry,call_30d_delta40,4,4,613,0.6053075210906056,29.43351221889435,4.752230911136831,23428.646387747398,0.373794041008054,0.7620699760255533,0.0270017203408686,0.43063159537518514,0
geometry,call_45d_delta50,4,4,613,0.6053075210906056,29.43351221889435,4.752230911136831,6723.898594973979,0.7591664823862918,0.6275033993884691,0.020159884438969117,0.43733405720585206,0
baseline,call_30d_delta40,4,4,543,0.5480720819375345,23.592403819275013,3.2399779840472567,4592.532085286192,0.15799452720467677,0.7769908548746559,0.023885869682084088,0.4320245096259726,0
geometry,call_14d_delta35,4,3,613,0.6053075210906056,29.43351221889435,4.752230911136831,4461.488877265683,-0.548348693047557,0.9363024159186566,0.041730488752581556,0.4045321724808904,0
baseline,call_45d_delta50,4,4,543,0.5480720819375345,23.592403819275013,3.2399779840472567,1820.597379193859,0.3560004061024773,0.6442401004029771,0.01815045021652648,0.4365712842293777,0
baseline,call_14d_delta35,4,2,543,0.5480720819375345,23.592403819275013,3.2399779840472567,554.5895339906784,-0.7251113843613137,0.9432894634431018,0.034536324666577065,0.39344782704710735,0
