fold,train_candidates,calibration_candidates,test_candidates,selected_trades,residual_std_bps,expected_hold_sessions,mean_predicted_return_bps,mean_realized_stock_bps,option_available_rate
3,132,34,32,15,282.42042007240536,0.38461538461538464,23.6926734155387,29.465582952413293,0.0
4,158,40,35,0,243.70204950742055,0.38461538461538464,,,
