feature_set,option_policy,positive_stock_folds,positive_option_folds,selected_trades,mean_pairwise_auc,mean_stock_return_bps,compounded_stock_return,compounded_option_return,worst_option_fold,max_option_drawdown,mean_option_trade_return,mean_option_win_rate,total_option_total_losses
geometry,call_30d_delta40,4,4,619,0.6053075210906056,29.44825447750516,4.819242176718716,25126.404788079297,0.373794041008054,0.7620699760255533,0.02697837504821691,0.42979774088279404,0
geometry,call_45d_delta50,4,4,619,0.6053075210906056,29.44825447750516,4.819242176718716,7189.001366945271,0.7591664823862918,0.6275033993884691,0.02015461357356804,0.4363959709019121,0
geometry,call_14d_delta35,4,3,619,0.6053075210906056,29.44825447750516,4.819242176718716,4165.465446887638,-0.548348693047557,0.9363024159186566,0.04145846160574061,0.40604353374834923,0
baseline,call_30d_delta40,3,2,554,0.5480720819375345,21.796280947898186,3.049561780187461,1450.0154885750408,-0.483977576388985,0.7769908548746559,0.019034160227811476,0.41671619010124966,0
baseline,call_45d_delta50,3,3,554,0.5480720819375345,21.796280947898186,3.049561780187461,776.8712708844713,-0.3018013567294039,0.6442401004029771,0.014518912472491027,0.42125426299912044,0
baseline,call_14d_delta35,3,2,554,0.5480720819375345,21.796280947898186,3.049561780187461,100.66941336725816,-0.8318280281545323,0.9432894634431018,0.027724403125780932,0.38062203269484035,0
