policy,allocation,compounded_fold_return,worst_fold,max_drawdown
call_14d_delta35,0.25,207.94901886555738,0.8789044910929773,0.385654909891142
call_14d_delta35,0.5,5512.01766017073,0.9845189550158486,0.658787770868058
call_14d_delta35,1.0,16724.76186815016,-0.5483486930475542,0.9363024159186564
call_30d_delta40,0.25,41.879736465034085,0.48092790167355903,0.2623574167576719
call_30d_delta40,0.5,836.0130077958285,0.767448929822774,0.4754268537303087
call_30d_delta40,1.0,37728.893275016715,0.3737940410080609,0.762069976025553
call_45d_delta50,0.25,17.220341431556463,0.3692036685065878,0.19523162259629911
call_45d_delta50,0.5,214.35442616251356,0.6653878700620615,0.3650924666239084
call_45d_delta50,1.0,9058.071518364797,0.7591664823863011,0.6275033993884687
