fold,train_candidates,calibration_candidates,test_candidates,selected_trades,residual_std_bps,expected_hold_sessions,mean_predicted_return_bps,mean_realized_stock_bps,option_available_rate
3,141,36,39,17,229.87967236342874,0.38461538461538464,95.81772327624763,5.5337942048104525,0.5882352941176471
4,172,44,38,13,145.98822503536482,0.38461538461538464,85.23791603324054,68.34436642976647,0.6923076923076923
