market,adaptive_balanced_1d,adaptive_fast_4h,adaptive_patient_1d,buy_and_hold,fixed_1d,fixed_4h
bear,0.0,0.0,0.0,-0.1381026046504129,0.0,0.0
bull,0.004307016874901093,0.0014553215396342356,0.0028824238897329213,0.18117833479659595,0.004307016874901093,0.0028824238897329213
high_volatility,0.004235886487891083,0.007835864168935114,0.010413231107361698,-0.036257242783662255,0.010413231107361698,0.007888898848488868
regime_switching,0.0,0.0,0.0,0.10650896814056855,0.0,0.0
sideways,0.0014144943249689845,-0.002104175553340526,0.0014144943249689845,-0.04918522237526578,0.0014144943249689845,-0.002104175553340526
